,,ohlc,ohlc,ohlc,ohlc
,,open,high,low,close
,timestamp,,,,
itbi,2021-02-24 14:20:00,49622.75,49710.75,49140.75,49353.5
itbi,2021-02-24 14:40:00,49363.0,49450.75,48777.0,49427.25
itbi,2021-02-24 15:00:00,49433.25,49640.0,48689.75,48759.0
itbi,2021-02-24 15:20:00,48724.0,49600.0,48495.75,49442.0
itbi,2021-02-24 15:40:00,49440.25,49879.5,49200.25,49862.5
itbi,2021-02-24 16:00:00,49879.5,50169.75,49600.0,49616.75
itbi,2021-02-24 16:20:00,49616.75,49860.0,49460.0,49775.25
itbi,2021-02-24 16:40:00,49768.0,49815.5,49380.0,49385.75
itbi,2021-02-24 17:00:00,49425.75,50000.0,49391.5,49898.5
itbi,2021-02-24 17:20:00,49876.25,49960.0,49651.5,49838.25
itbi,2021-02-24 17:40:00,49800.25,50105.5,49760.0,50096.0
itbi,2021-02-24 18:00:00,50095.75,50095.75,49600.25,49600.5
itbi,2021-02-24 18:20:00,49600.25,50015.5,49510.0,49927.5
itbi,2021-02-24 18:40:00,49953.75,49954.0,49600.25,49612.5
itbi,2021-02-24 19:00:00,49624.25,49742.25,49400.0,49510.5
itbi,2021-02-24 19:20:00,49521.75,49599.75,48893.0,48905.0
itbi,2021-02-24 19:40:00,48926.25,49200.0,48900.5,48990.5
itbi,2021-02-24 20:00:00,48973.0,49260.75,48900.75,48971.25
itbi,2021-02-24 20:20:00,48960.25,49040.0,48642.0,48865.0
itbi,2021-02-24 20:40:00,48885.25,49228.75,48675.5,49167.0
itbi,2021-02-24 21:00:00,49131.5,49192.75,48260.25,48268.5
itbi,2021-02-24 21:20:00,48307.0,48559.75,48180.25,48423.5
itbi,2021-02-24 21:40:00,48423.5,48927.75,48150.25,48798.5
itbi,2021-02-24 22:00:00,48765.0,48765.25,48100.25,48360.25
itbi,2021-02-24 22:20:00,48340.0,48975.0,48305.0,48699.0
itbi,2021-02-24 22:40:00,48700.0,48927.0,48523.5,48833.25
itbi,2021-02-24 23:00:00,48775.0,49533.25,48775.0,49188.75
itbi,2021-02-24 23:20:00,49193.75,49760.75,49193.75,49619.5
itbi,2021-02-24 23:40:00,49587.25,49772.5,49500.75,49753.5
krkn,2021-02-24 00:00:00,48899.6,48899.9,47591.9,47822.3
krkn,2021-02-24 00:20:00,47790.4,47801.0,47015.7,47695.4
krkn,2021-02-24 00:40:00,47699.9,48499.0,47600.2,48498.9
krkn,2021-02-24 01:00:00,48499.0,49112.8,48462.8,49025.7
krkn,2021-02-24 01:20:00,49025.8,49333.0,48732.8,49300.0
krkn,2021-02-24 01:40:00,49300.0,50200.0,49300.0,50180.4
krkn,2021-02-24 02:00:00,50200.0,50564.5,49897.9,50080.0
krkn,2021-02-24 02:20:00,50080.0,50475.0,49836.7,50351.3
krkn,2021-02-24 02:40:00,50329.1,50422.9,50051.5,50202.2
krkn,2021-02-24 03:00:00,50202.2,50539.9,50074.9,50499.9
krkn,2021-02-24 03:20:00,50458.5,50542.4,50237.8,50533.9
krkn,2021-02-24 03:40:00,50542.3,51000.0,50307.6,50928.4
krkn,2021-02-24 04:00:00,50922.2,51392.0,50922.2,50993.6
krkn,2021-02-24 04:20:00,50993.7,51131.2,50616.2,50649.2
krkn,2021-02-24 04:40:00,50619.7,50940.9,50342.2,50635.3
krkn,2021-02-24 05:00:00,50647.5,51058.4,50225.0,50261.9
krkn,2021-02-24 05:20:00,50240.9,50533.6,50022.5,50499.9
krkn,2021-02-24 05:40:00,50499.9,50540.1,50202.5,50204.8
krkn,2021-02-24 06:00:00,50235.4,50704.3,49410.6,49706.5
krkn,2021-02-24 06:20:00,49706.5,50115.2,49578.2,49864.0
krkn,2021-02-24 06:40:00,49856.6,50386.2,49766.2,50110.2
krkn,2021-02-24 07:00:00,50110.2,50176.1,49548.5,49704.6
krkn,2021-02-24 07:20:00,49753.4,50240.6,49595.6,50117.5
krkn,2021-02-24 07:40:00,50145.0,50374.4,49979.1,50140.7
krkn,2021-02-24 08:00:00,50140.7,50893.0,49812.8,50769.2
krkn,2021-02-24 08:20:00,50782.2,50912.5,50574.0,50756.3
krkn,2021-02-24 08:40:00,50756.4,50756.4,50350.1,50682.8
krkn,2021-02-24 09:00:00,50682.9,50975.1,50380.7,50914.0
krkn,2021-02-24 09:20:00,50914.0,51235.0,50750.3,51235.0
krkn,2021-02-24 09:40:00,51250.0,51442.5,50899.9,50900.0
krkn,2021-02-24 10:00:00,50900.0,51059.2,50443.9,50588.4
krkn,2021-02-24 10:20:00,50580.3,50704.5,50188.7,50387.0
krkn,2021-02-24 10:40:00,50390.7,50619.0,50150.0,50150.1
krkn,2021-02-24 11:00:00,50150.6,50632.6,50150.6,50346.5
krkn,2021-02-24 11:20:00,50373.8,50909.5,50358.2,50638.6
krkn,2021-02-24 11:40:00,50629.4,50644.0,50242.4,50392.1
krkn,2021-02-24 12:00:00,50392.1,50939.5,50372.9,50772.5
krkn,2021-02-24 12:20:00,50770.2,51283.3,50770.2,51203.0
krkn,2021-02-24 12:40:00,51190.1,51190.1,50676.4,50746.3
krkn,2021-02-24 13:00:00,50760.0,51099.4,49568.7,49585.7
krkn,2021-02-24 13:20:00,49589.8,49994.8,49100.0,49299.8
krkn,2021-02-24 13:40:00,49291.8,49889.5,49291.8,49480.2
krkn,2021-02-24 14:00:00,49480.2,49795.3,49162.8,49660.4
krkn,2021-02-24 14:20:00,49651.0,49665.4,49140.6,49342.1
krkn,2021-02-24 14:40:00,49342.1,49468.8,48691.6,49434.3
krkn,2021-02-24 15:00:00,49433.2,49660.0,48711.7,48773.7
krkn,2021-02-24 15:20:00,48741.4,49593.8,48500.1,49441.7
krkn,2021-02-24 15:40:00,49441.7,49916.8,49179.6,49850.0
krkn,2021-02-24 16:00:00,49851.6,50171.2,49581.7,49606.4
krkn,2021-02-24 16:20:00,49602.2,49897.8,49436.7,49795.8
krkn,2021-02-24 16:40:00,49791.5,49828.4,49352.2,49400.0
krkn,2021-02-24 17:00:00,49400.0,50000.0,49400.0,49887.4
krkn,2021-02-24 17:20:00,49871.5,49970.7,49640.8,49800.0
krkn,2021-02-24 17:40:00,49800.1,50060.0,49751.5,50060.0
krkn,2021-02-24 18:00:00,50075.0,50100.0,49591.5,49603.5
krkn,2021-02-24 18:20:00,49603.3,49984.0,49551.0,49909.2
krkn,2021-02-24 18:40:00,49901.0,49936.4,49604.0,49611.1
krkn,2021-02-24 19:00:00,49619.1,49712.6,49385.8,49503.4
krkn,2021-02-24 19:20:00,49503.4,49563.0,48880.4,48908.0
krkn,2021-02-24 19:40:00,48928.2,49202.8,48910.0,48980.4
krkn,2021-02-24 20:00:00,48980.4,49282.1,48910.0,48941.1
krkn,2021-02-24 20:20:00,48934.2,49027.8,48618.5,48889.5
krkn,2021-02-24 20:40:00,48891.5,49247.4,48700.0,49167.4
krkn,2021-02-24 21:00:00,49156.5,49162.7,48255.0,48255.1
krkn,2021-02-24 21:20:00,48255.4,48560.7,48159.5,48415.7
krkn,2021-02-24 21:40:00,48414.4,48900.0,48153.8,48753.9
krkn,2021-02-24 22:00:00,48748.6,48748.6,48075.0,48337.1
krkn,2021-02-24 22:20:00,48336.6,48997.1,48310.0,48700.2
krkn,2021-02-24 22:40:00,48700.2,48962.1,48507.8,48886.5
krkn,2021-02-24 23:00:00,48875.1,49500.0,48788.5,49214.3
krkn,2021-02-24 23:20:00,49201.2,49746.9,49201.2,49624.4
krkn,2021-02-24 23:40:00,49600.9,49840.2,49510.1,49727.7
lmax,2021-02-24 00:00:00,48892.5,49080.5,47568.5,47744.5
lmax,2021-02-24 00:20:00,47775.5,47802.0,46918.718,47671.0
lmax,2021-02-24 00:40:00,47742.0,48504.0,47582.5,48504.0
lmax,2021-02-24 01:00:00,48495.0,49073.0,48438.0,49073.0
lmax,2021-02-24 01:20:00,49075.0,49378.5,48753.5,49275.5
lmax,2021-02-24 01:40:00,49353.0,50240.88,49353.0,50160.5
lmax,2021-02-24 02:00:00,50181.0,50569.5,49839.5,50090.5
lmax,2021-02-24 02:20:00,50123.5,50485.0,49799.5,50349.5
lmax,2021-02-24 02:40:00,50344.5,50431.45,50033.0,50191.5
lmax,2021-02-24 03:00:00,50171.0,50541.5,50073.75,50442.5
lmax,2021-02-24 03:20:00,50490.0,50546.5,50219.0,50546.5
lmax,2021-02-24 03:40:00,50534.0,50999.5,50341.5,50929.0
lmax,2021-02-24 04:00:00,50937.25,51409.0,50934.0,51006.25
lmax,2021-02-24 04:20:00,51025.5,51115.5,50639.0,50643.0
lmax,2021-02-24 04:40:00,50619.0,50968.0,50353.25,50623.0
lmax,2021-02-24 05:00:00,50761.6,51032.5,50225.0,50232.0
lmax,2021-02-24 05:20:00,50222.5,50543.5,50028.5,50496.5
lmax,2021-02-24 05:40:00,50496.5,50532.0,50236.5,50236.5
lmax,2021-02-24 06:00:00,50225.5,50691.0,49475.0,49734.0
lmax,2021-02-24 06:20:00,49700.5,50150.0,49584.0,49869.0
lmax,2021-02-24 06:40:00,49848.0,50389.5,49774.0,50096.0
lmax,2021-02-24 07:00:00,50099.75,50182.5,49566.0,49736.0
lmax,2021-02-24 07:20:00,49752.0,50251.5,49587.0,50137.25
lmax,2021-02-24 07:40:00,50133.5,50358.5,50005.499,50078.0
lmax,2021-02-24 08:00:00,50037.5,50901.5,49770.5,50775.5
lmax,2021-02-24 08:20:00,50768.5,50888.0,50564.5,50708.5
lmax,2021-02-24 08:40:00,50761.0,50761.0,50340.0,50674.5
lmax,2021-02-24 09:00:00,50679.5,50982.5,50389.0,50891.0
lmax,2021-02-24 09:20:00,50928.5,51264.0,50689.5,51264.0
lmax,2021-02-24 09:40:00,51293.0,51449.5,50871.0,50896.5
lmax,2021-02-24 10:00:00,50994.0,51068.9,50390.0,50577.0
lmax,2021-02-24 10:20:00,50526.0,50671.5,50198.5,50348.5
lmax,2021-02-24 10:40:00,50370.5,50643.5,50127.5,50136.5
lmax,2021-02-24 11:00:00,50160.5,50653.5,50152.63,50325.5
lmax,2021-02-24 11:20:00,50356.5,50910.5,50322.5,50634.0
lmax,2021-02-24 11:40:00,50645.0,50664.0,50220.0,50388.5
lmax,2021-02-24 12:00:00,50397.1,50994.0,50374.0,50773.5
lmax,2021-02-24 12:20:00,50794.5,51297.5,50784.0,51153.0
lmax,2021-02-24 12:40:00,51119.0,51183.5,50643.0,50714.5
lmax,2021-02-24 13:00:00,50788.0,51089.5,49550.25,49550.25
lmax,2021-02-24 13:20:00,49620.0,49997.0,49045.0,49220.75
lmax,2021-02-24 13:40:00,49371.5,49853.75,49276.5,49468.0
lmax,2021-02-24 14:00:00,49603.5,49793.75,49169.0,49636.5
lmax,2021-02-24 14:20:00,49620.0,49667.0,49150.0,49315.0
lmax,2021-02-24 14:40:00,49369.5,49443.5,48738.5,49443.5
lmax,2021-02-24 15:00:00,49441.5,49639.0,48684.2,48759.5
lmax,2021-02-24 15:20:00,48667.501,49582.25,48458.0,49434.5
lmax,2021-02-24 15:40:00,49419.0,49877.5,49155.0,49845.81
lmax,2021-02-24 16:00:00,49866.0,50143.5,49551.0,49589.0
lmax,2021-02-24 16:20:00,49598.5,49853.5,49382.5,49763.5
lmax,2021-02-24 16:40:00,49730.0,49809.0,49343.0,49362.5
lmax,2021-02-24 17:00:00,49401.0,49981.5,49355.5,49890.0
lmax,2021-02-24 17:20:00,49854.25,49943.0,49616.0,49776.5
lmax,2021-02-24 17:40:00,49771.0,50102.0,49748.0,50076.0
lmax,2021-02-24 18:00:00,50077.5,50097.5,49552.5,49604.5
lmax,2021-02-24 18:20:00,49595.0,50044.5,49551.0,49907.5
lmax,2021-02-24 18:40:00,49935.0,49944.5,49605.0,49611.0
lmax,2021-02-24 19:00:00,49628.001,49731.5,49357.5,49522.0
lmax,2021-02-24 19:20:00,49546.59,49610.5,48855.5,48967.0
lmax,2021-02-24 19:40:00,48914.5,49261.5,48894.0,49001.0
lmax,2021-02-24 20:00:00,48978.5,49270.5,48875.5,48950.03
lmax,2021-02-24 20:20:00,48963.75,49023.0,48634.5,48827.25
lmax,2021-02-24 20:40:00,48928.5,49259.5,48683.0,49179.5
lmax,2021-02-24 21:00:00,49171.5,49175.0,48212.5,48254.5
lmax,2021-02-24 21:20:00,48305.0,48580.0,48149.5,48388.0
lmax,2021-02-24 21:40:00,48426.0,48908.0,48148.0,48802.5
lmax,2021-02-24 22:00:00,48375.75,48535.5,48036.5,48348.6
lmax,2021-02-24 22:20:00,48353.5,48995.5,48268.0,48692.0
lmax,2021-02-24 22:40:00,48712.5,48928.5,48489.0,48878.5
lmax,2021-02-24 23:00:00,48843.0,49548.0,48780.0,49223.5
lmax,2021-02-24 23:20:00,49293.0,49767.5,49220.5,49655.5
lmax,2021-02-24 23:40:00,49610.5,49792.0,49502.5,49767.0
okcn,2021-02-24 00:00:00,48906.05,49078.28,47600.0,47852.77
okcn,2021-02-24 00:20:00,47706.19,47776.99,47012.76,47618.27
okcn,2021-02-24 00:40:00,47808.79,48454.85,47629.0,48446.34
okcn,2021-02-24 01:00:00,48516.41,49100.0,48476.68,49037.81
okcn,2021-02-24 01:20:00,49047.42,49365.8,48787.54,49300.0
okcn,2021-02-24 01:40:00,49300.0,50201.53,49300.0,50201.53
okcn,2021-02-24 02:00:00,50240.11,50573.85,49892.44,50050.33
okcn,2021-02-24 02:20:00,50151.92,50463.98,49853.89,50345.74
okcn,2021-02-24 02:40:00,50284.68,50419.47,50035.8,50189.77
okcn,2021-02-24 03:00:00,50186.42,50535.14,50131.61,50478.2
okcn,2021-02-24 03:20:00,50467.12,50467.12,50232.23,50466.22
okcn,2021-02-24 03:40:00,50530.06,50977.14,50326.32,50968.49
okcn,2021-02-24 04:00:00,50962.95,51383.99,50962.95,51007.99
okcn,2021-02-24 04:20:00,50993.27,51047.27,50636.77,50636.77
okcn,2021-02-24 04:40:00,50643.26,50958.05,50365.76,50666.0
okcn,2021-02-24 05:00:00,50721.28,51044.41,50257.74,50257.74
okcn,2021-02-24 05:20:00,50359.72,50539.71,50019.98,50532.3
okcn,2021-02-24 05:40:00,50532.3,50532.3,50226.92,50250.84
okcn,2021-02-24 06:00:00,50498.53,50660.34,49496.23,49643.78
okcn,2021-02-24 06:20:00,49665.26,50180.1,49599.25,49885.2
okcn,2021-02-24 06:40:00,49875.79,50423.11,49753.24,50104.04
okcn,2021-02-24 07:00:00,50206.4,50206.4,49561.04,49754.05
okcn,2021-02-24 07:20:00,49789.84,50238.97,49669.57,50129.51
okcn,2021-02-24 07:40:00,50153.07,50345.18,50055.92,50078.48
okcn,2021-02-24 08:00:00,50119.82,50881.7,49814.39,50759.72
okcn,2021-02-24 08:20:00,50734.21,50874.98,50538.89,50718.15
okcn,2021-02-24 08:40:00,50734.56,50754.14,50335.45,50676.57
okcn,2021-02-24 09:00:00,50665.65,50952.42,50371.57,50927.08
okcn,2021-02-24 09:20:00,50893.19,51229.77,50702.89,51218.31
okcn,2021-02-24 09:40:00,51246.56,51432.06,50887.55,50899.67
okcn,2021-02-24 10:00:00,50905.82,51041.91,50408.36,50584.69
okcn,2021-02-24 10:20:00,50541.36,50691.32,50255.76,50441.92
okcn,2021-02-24 10:40:00,50375.89,50638.6,50124.23,50144.41
okcn,2021-02-24 11:00:00,50140.45,50624.4,50140.45,50346.74
okcn,2021-02-24 11:20:00,50352.96,50924.23,50350.72,50631.25
okcn,2021-02-24 11:40:00,50626.5,50683.94,50277.0,50377.79
okcn,2021-02-24 12:00:00,50406.27,50979.14,50378.29,50806.2
okcn,2021-02-24 12:20:00,50765.5,51338.97,50765.5,51174.06
okcn,2021-02-24 12:40:00,51199.2,51199.33,50700.4,50735.42
okcn,2021-02-24 13:00:00,50779.47,51105.22,49577.21,49577.21
okcn,2021-02-24 13:20:00,49577.21,49991.87,49108.0,49287.52
okcn,2021-02-24 13:40:00,49304.64,49884.03,49304.64,49502.71
okcn,2021-02-24 14:00:00,49532.6,49797.52,49174.28,49640.12
okcn,2021-02-24 14:20:00,49640.08,49668.45,49185.27,49328.87
okcn,2021-02-24 14:40:00,49362.29,49462.73,48797.43,49416.13
okcn,2021-02-24 15:00:00,49385.65,49623.65,48693.43,48769.5
okcn,2021-02-24 15:20:00,48709.45,49585.81,48509.32,49451.42
okcn,2021-02-24 15:40:00,49377.55,49881.16,49155.98,49832.52
okcn,2021-02-24 16:00:00,49887.05,50164.28,49584.75,49614.87
okcn,2021-02-24 16:20:00,49613.65,49887.59,49471.26,49767.84
okcn,2021-02-24 16:40:00,49751.74,49809.68,49355.08,49400.36
okcn,2021-02-24 17:00:00,49407.81,50004.3,49364.96,49881.03
okcn,2021-02-24 17:20:00,49864.66,49979.91,49664.32,49832.67
okcn,2021-02-24 17:40:00,49781.97,50096.73,49756.98,50096.73
okcn,2021-02-24 18:00:00,50118.14,50171.79,49598.24,49602.43
okcn,2021-02-24 18:20:00,49592.91,50016.17,49569.8,49941.01
okcn,2021-02-24 18:40:00,49950.18,49950.18,49614.19,49622.72
okcn,2021-02-24 19:00:00,49630.99,49719.18,49392.72,49529.52
okcn,2021-02-24 19:20:00,49551.36,49605.56,48883.68,48897.16
okcn,2021-02-24 19:40:00,48970.82,49178.96,48888.35,49003.83
okcn,2021-02-24 20:00:00,49006.93,49265.31,48882.17,49056.07
okcn,2021-02-24 20:20:00,48980.4,49043.91,48614.98,48813.02
okcn,2021-02-24 20:40:00,48875.95,49206.6,48676.45,49195.04
okcn,2021-02-24 21:00:00,49104.75,49193.77,48261.3,48261.3
okcn,2021-02-24 21:20:00,48279.12,48571.22,48189.34,48384.22
okcn,2021-02-24 21:40:00,48493.83,48882.33,48170.42,48798.62
okcn,2021-02-24 22:00:00,48737.81,48737.81,48082.02,48360.91
okcn,2021-02-24 22:20:00,48316.41,48999.82,48303.52,48700.38
okcn,2021-02-24 22:40:00,48713.17,48916.59,48502.15,48894.64
okcn,2021-02-24 23:00:00,48801.95,49549.5,48772.51,49232.6
okcn,2021-02-24 23:20:00,49209.75,49786.94,49209.75,49585.78
okcn,2021-02-24 23:40:00,49587.96,49762.07,49519.94,49724.93
stmp,2021-02-24 00:00:00,48927.33,49098.88,47601.0,47801.0
stmp,2021-02-24 00:20:00,47763.98,47782.15,47000.0,47700.87
stmp,2021-02-24 00:40:00,47721.1,48517.93,47609.13,48504.0
stmp,2021-02-24 01:00:00,48476.94,49088.94,48425.2,49015.94
stmp,2021-02-24 01:20:00,49012.22,49355.73,48740.75,49301.2
stmp,2021-02-24 01:40:00,49301.54,50232.0,49301.54,50206.74
stmp,2021-02-24 02:00:00,50224.22,50820.16,49872.46,50093.32
stmp,2021-02-24 02:20:00,50138.49,50471.57,49815.26,50335.55
stmp,2021-02-24 02:40:00,50308.52,50485.11,50055.05,50202.83
stmp,2021-02-24 03:00:00,50190.12,50540.0,50090.0,50457.81
stmp,2021-02-24 03:20:00,50441.96,50525.21,50220.5,50524.53
stmp,2021-02-24 03:40:00,50539.0,51000.0,50314.46,50939.95
stmp,2021-02-24 04:00:00,50937.53,51459.51,50926.06,51010.06
stmp,2021-02-24 04:20:00,50996.89,51162.89,50617.65,50669.43
stmp,2021-02-24 04:40:00,50600.0,50962.54,50342.26,50650.54
stmp,2021-02-24 05:00:00,50665.34,51039.0,50222.99,50237.63
stmp,2021-02-24 05:20:00,50236.46,50539.0,50000.0,50504.46
stmp,2021-02-24 05:40:00,50493.28,50552.88,50200.0,50245.64
stmp,2021-02-24 06:00:00,50264.18,50710.31,49443.41,49719.0
stmp,2021-02-24 06:20:00,49732.2,50139.0,49575.0,49876.14
stmp,2021-02-24 06:40:00,49864.78,50406.83,49748.36,50109.14
stmp,2021-02-24 07:00:00,50095.36,50173.64,49531.41,49717.12
stmp,2021-02-24 07:20:00,49711.78,50231.88,49637.44,50138.94
stmp,2021-02-24 07:40:00,50112.72,50350.29,49962.87,50060.64
stmp,2021-02-24 08:00:00,50100.0,50910.53,49812.0,50792.04
stmp,2021-02-24 08:20:00,50773.21,51089.72,50556.08,50725.97
stmp,2021-02-24 08:40:00,50752.35,50765.14,50340.01,50700.14
stmp,2021-02-24 09:00:00,50659.75,50979.99,50387.22,50963.44
stmp,2021-02-24 09:20:00,50924.59,51252.23,50713.5,51252.23
stmp,2021-02-24 09:40:00,51252.23,51443.47,50858.77,50889.26
stmp,2021-02-24 10:00:00,50923.48,51051.0,50390.0,50550.0
stmp,2021-02-24 10:20:00,50565.5,50666.32,50160.49,50350.92
stmp,2021-02-24 10:40:00,50361.3,50633.73,50096.98,50115.03
stmp,2021-02-24 11:00:00,50127.96,50637.35,50127.39,50356.72
stmp,2021-02-24 11:20:00,50357.85,50920.97,50346.89,50623.25
stmp,2021-02-24 11:40:00,50640.42,50693.96,50220.72,50381.65
stmp,2021-02-24 12:00:00,50408.26,50976.42,50364.29,50768.61
stmp,2021-02-24 12:20:00,50768.61,51310.99,50768.61,51195.4
stmp,2021-02-24 12:40:00,51213.45,51213.45,50620.44,50709.43
stmp,2021-02-24 13:00:00,50745.92,51100.0,49543.86,49546.29
stmp,2021-02-24 13:20:00,49567.52,49986.45,49050.0,49256.56
stmp,2021-02-24 13:40:00,49256.56,49863.23,49248.98,49494.86
stmp,2021-02-24 14:00:00,49519.1,49787.02,49100.7,49637.0
stmp,2021-02-24 14:20:00,49637.0,49664.18,49143.38,49336.91
stmp,2021-02-24 14:40:00,49336.69,49448.76,48729.36,49432.76
stmp,2021-02-24 15:00:00,49430.41,49643.07,48655.0,48777.39
stmp,2021-02-24 15:20:00,48720.0,49595.87,48488.51,49432.05
stmp,2021-02-24 15:40:00,49416.8,49884.52,49170.0,49847.54
stmp,2021-02-24 16:00:00,49847.54,50155.0,49556.07,49592.4
stmp,2021-02-24 16:20:00,49574.17,49892.65,49418.88,49751.94
stmp,2021-02-24 16:40:00,49751.94,49810.91,49328.53,49371.52
stmp,2021-02-24 17:00:00,49368.78,49997.49,49354.01,49887.99
stmp,2021-02-24 17:20:00,49850.55,49965.9,49629.06,49788.83
stmp,2021-02-24 17:40:00,49797.23,50099.91,49743.33,50086.38
stmp,2021-02-24 18:00:00,50061.08,50091.97,49568.5,49600.05
stmp,2021-02-24 18:20:00,49582.05,50022.34,49545.55,49952.46
stmp,2021-02-24 18:40:00,49961.15,49961.15,49596.7,49618.4
stmp,2021-02-24 19:00:00,49631.06,49748.4,49367.7,49528.45
stmp,2021-02-24 19:20:00,49532.15,49615.7,48850.23,48914.16
stmp,2021-02-24 19:40:00,48932.07,49243.05,48890.17,48991.68
stmp,2021-02-24 20:00:00,48971.58,49293.55,48864.69,48962.3
stmp,2021-02-24 20:20:00,48964.33,49052.71,48615.55,48890.17
stmp,2021-02-24 20:40:00,48906.48,49262.14,48675.0,49178.11
stmp,2021-02-24 21:00:00,49152.28,49191.28,48250.0,48274.24
stmp,2021-02-24 21:20:00,48291.7,48566.84,48156.63,48397.51
stmp,2021-02-24 21:40:00,48433.76,48946.4,48130.0,48786.95
stmp,2021-02-24 22:00:00,48768.54,48770.64,48050.0,48342.03
stmp,2021-02-24 22:20:00,48344.02,48995.2,48294.9,48708.87
stmp,2021-02-24 22:40:00,48707.54,48938.49,48522.96,48843.17
stmp,2021-02-24 23:00:00,48831.81,49558.02,48798.61,49176.76
stmp,2021-02-24 23:20:00,49170.35,49789.41,49170.35,49635.01
stmp,2021-02-24 23:40:00,49608.66,49774.36,49493.89,49754.0
